,loss,accuracy,val_loss,val_accuracy,lr
0,2.14713978767395,0.2807142734527588,2.2018234729766846,0.23999999463558197,9.999999747378752e-05
1,1.8889186382293701,0.3685714304447174,1.9636576175689697,0.3199999928474426,9.999999747378752e-05
2,1.7702856063842773,0.397857129573822,1.5055721998214722,0.508571445941925,9.999999747378752e-05
3,1.6826767921447754,0.4692857265472412,1.843429684638977,0.3942857086658478,9.999999747378752e-05
4,1.6644030809402466,0.4399999976158142,1.5082759857177734,0.47999998927116394,9.999999747378752e-05
5,1.6270928382873535,0.470714271068573,1.6779441833496094,0.4342857003211975,9.999999747378752e-05
6,1.584836483001709,0.46071428060531616,1.4124304056167603,0.5257142782211304,9.999999747378752e-05
7,1.5651119947433472,0.48571428656578064,1.4018727540969849,0.48571428656578064,9.999999747378752e-05
8,1.5605095624923706,0.4757142961025238,1.5671108961105347,0.48571428656578064,9.999999747378752e-05
9,1.5287604331970215,0.48428571224212646,1.5847808122634888,0.47999998927116394,9.999999747378752e-05
10,1.4839413166046143,0.5014285445213318,1.3387140035629272,0.5257142782211304,4.999999873689376e-05
11,1.4289257526397705,0.5335714221000671,1.5038636922836304,0.5257142782211304,4.999999873689376e-05
12,1.511237621307373,0.5049999952316284,1.4230228662490845,0.5485714077949524,4.999999873689376e-05
13,1.469925880432129,0.5235714316368103,1.4757570028305054,0.508571445941925,4.999999873689376e-05
14,1.4404655694961548,0.5114285945892334,1.341126561164856,0.5257142782211304,4.999999873689376e-05
15,1.4826979637145996,0.5114285945892334,1.2384523153305054,0.5828571319580078,4.999999873689376e-05
16,1.4267387390136719,0.5421428680419922,1.2666653394699097,0.5828571319580078,4.999999873689376e-05
17,1.4690196514129639,0.5185714364051819,1.1819345951080322,0.6057142615318298,4.999999873689376e-05
18,1.4052766561508179,0.5357142686843872,1.2453845739364624,0.5714285969734192,4.999999873689376e-05
19,1.4785006046295166,0.5028571486473083,1.3496588468551636,0.5257142782211304,4.999999873689376e-05
20,1.3740378618240356,0.5400000214576721,1.331325888633728,0.5485714077949524,2.499999936844688e-05
21,1.3631680011749268,0.5607143044471741,1.2345647811889648,0.6171428561210632,2.499999936844688e-05
22,1.3639968633651733,0.5507143139839172,1.2550746202468872,0.5714285969734192,2.499999936844688e-05
23,1.3766860961914062,0.5357142686843872,1.230966567993164,0.5885714292526245,2.499999936844688e-05
24,1.3371171951293945,0.5707142949104309,1.1162223815917969,0.6571428775787354,2.499999936844688e-05
25,1.3813575506210327,0.5507143139839172,1.2631475925445557,0.5657142996788025,2.499999936844688e-05
26,1.3296911716461182,0.5571428537368774,1.170942783355713,0.5942857265472412,2.499999936844688e-05
27,1.3891702890396118,0.5371428728103638,1.137734055519104,0.6228571534156799,2.499999936844688e-05
28,1.3062517642974854,0.5771428346633911,1.2670596837997437,0.5714285969734192,2.499999936844688e-05
29,1.3590147495269775,0.5507143139839172,1.2610005140304565,0.5942857265472412,2.499999936844688e-05
30,1.3600471019744873,0.5557143092155457,1.5143141746520996,0.5028571486473083,1.249999968422344e-05
31,1.2870190143585205,0.5721428394317627,1.1589936017990112,0.6171428561210632,1.249999968422344e-05
32,1.33261239528656,0.5528571605682373,1.1872261762619019,0.6171428561210632,1.249999968422344e-05
33,1.3014167547225952,0.572857141494751,1.190920352935791,0.6228571534156799,1.249999968422344e-05
34,1.357120156288147,0.5564285516738892,1.2246286869049072,0.5714285969734192,1.249999968422344e-05
